source_row,Student ID,column,value,z_score,abs_z,iqr_flag,z_flag
603303,32006069,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
603362,32006128,Geography,9.5,2.868476899528175,2.868476899528175,True,False
603460,32006226,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
604140,32006906,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604167,32006933,Geography,9.5,2.868476899528175,2.868476899528175,True,False
604232,32006998,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
604239,32007005,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
604454,32007220,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604526,32007292,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604539,32007305,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
604583,32007349,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604706,32007472,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604727,32007493,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604821,32007587,Geography,0.0,-5.259998885280065,5.259998885280065,True,True
604836,32007602,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
604845,32007611,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604893,32007659,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604903,32007669,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604909,32007675,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
604910,32007676,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
604967,32007733,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
605025,32007791,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
605094,32007860,Geography,9.5,2.868476899528175,2.868476899528175,True,False
605106,32007872,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
605201,32007967,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
605204,32007970,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
605209,32007975,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
605214,32007980,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
605243,32008009,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
605245,32008011,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
605257,32008023,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
605282,32008048,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
605284,32008050,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
605287,32008053,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
605297,32008063,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
605303,32008069,Geography,1.25,-4.190462597805296,4.190462597805296,True,True
605305,32008071,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
605389,32008155,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
605468,32008234,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
605882,33000235,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
606118,33000471,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
606398,33000751,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
606467,33000820,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
606519,33000872,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
606582,33000935,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
606831,33001184,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
606967,33001320,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
607381,33001734,Geography,9.5,2.868476899528175,2.868476899528175,True,False
607451,33001804,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
607682,33002035,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
607746,33002099,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
607903,33002256,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
607965,33002318,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
608136,33002489,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
608579,33002932,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
608699,33003052,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
608921,33003274,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
608927,33003280,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
608943,33003296,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
609019,33003372,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
609816,33004169,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
610075,33004428,Geography,1.5,-3.9765553403103424,3.9765553403103424,True,True
610114,33004467,Geography,9.5,2.868476899528175,2.868476899528175,True,False
610662,33005015,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
610873,33005226,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
610887,33005240,Geography,9.5,2.868476899528175,2.868476899528175,True,False
611089,33005442,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
611376,33005729,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
611481,33005834,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
611792,33006145,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
612023,33006376,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
612248,33006601,Geography,1.0,-4.40436985530025,4.40436985530025,True,True
612250,33006603,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
612256,33006609,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
613019,33007372,Geography,9.5,2.868476899528175,2.868476899528175,True,False
613144,33007497,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
613157,33007510,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
613268,33007621,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
613738,33008091,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
613775,33008128,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
613969,33008322,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
614880,33009233,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
615161,33009514,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
615183,33009536,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
615190,33009543,Geography,1.5,-3.9765553403103424,3.9765553403103424,True,True
615237,33009590,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
615265,33009618,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
615307,33009660,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
615375,33009728,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
615617,33009970,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
615837,33010190,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
615932,33010285,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
616042,33010395,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
616810,33011163,Geography,9.5,2.868476899528175,2.868476899528175,True,False
616878,33011231,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
616921,33011274,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
617022,33011375,Geography,9.75,3.0823841570231285,3.0823841570231285,True,True
617172,33011525,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
617315,33011668,Geography,1.75,-3.7626480828153888,3.7626480828153888,True,True
617387,33011740,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
617557,33011910,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
617558,33011911,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
617574,33011927,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
617699,33012052,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
617722,33012075,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
617732,33012085,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
617936,33012289,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
617993,33012346,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
618083,33012436,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
618214,33012567,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
618222,33012575,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
618225,33012578,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
618400,33012753,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
618531,33012884,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
618532,33012885,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
618561,33012914,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
618580,33012933,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
618592,33012945,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
618598,33012951,Geography,1.75,-3.7626480828153888,3.7626480828153888,True,True
618600,33012953,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
618602,33012955,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
618605,33012958,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
618611,33012964,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
618613,33012966,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
618620,33012973,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
618626,33012979,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
618628,33012981,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
618629,33012982,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
618641,33012994,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
618666,33013019,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
618668,33013021,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
618693,34000017,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
619010,34000334,Geography,9.5,2.868476899528175,2.868476899528175,True,False
619227,34000551,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
619393,34000717,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
619712,34001036,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
619817,34001141,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
620325,34001649,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
620335,34001659,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
620518,34001842,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
620536,34001860,Geography,1.75,-3.7626480828153888,3.7626480828153888,True,True
620617,34001941,Geography,9.75,3.0823841570231285,3.0823841570231285,True,True
621324,34002648,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
621420,34002744,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
621463,34002787,Geography,9.5,2.868476899528175,2.868476899528175,True,False
621519,34002843,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
621618,34002942,Geography,9.5,2.868476899528175,2.868476899528175,True,False
621631,34002955,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
621974,34003298,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
622286,34003610,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
622438,34003762,Geography,9.5,2.868476899528175,2.868476899528175,True,False
622466,34003790,Geography,1.75,-3.7626480828153888,3.7626480828153888,True,True
622539,34003863,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
622546,34003870,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
622550,34003874,Geography,2.25,-3.3348335678254815,3.3348335678254815,True,True
622555,34003879,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
622586,34003910,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
622608,34003932,Geography,1.75,-3.7626480828153888,3.7626480828153888,True,True
622617,34003941,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
622627,34003951,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
622639,34003963,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
622674,34003998,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
622749,34004073,Geography,9.5,2.868476899528175,2.868476899528175,True,False
622795,34004119,Geography,2.0,-3.548740825320435,3.548740825320435,True,True
622862,34004186,Geography,2.5,-3.120926310330528,3.120926310330528,True,True
622897,34004221,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
622908,34004232,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
623220,34004544,Geography,3.0,-2.6931117953406205,2.6931117953406205,True,False
623348,34004672,Geography,2.75,-2.907019052835574,2.907019052835574,True,False
